,created_at,display_text_range,favorite_count,id,lang,retweet_count,source,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo,p1,p1_conf,p1_dog,DayofWeekCreate
28,2017-07-15 23:25:31,131,21524,886366144734445568,en,3316,Twitter for iPhon,12,10,Roscoe,None,None,pupper,None,French_bulldog,0.999201,True,Saturday
29,2017-07-15 16:51:35,105,117,886267009285017600,en,4,Twitter for iPhon,12,10,None,None,None,None,None,,,,Saturday
30,2017-07-15 16:17:19,94,28469,886258384151887873,en,6523,Twitter for iPhon,13,10,Waffles,None,None,None,None,pug,0.943575,True,Saturday
31,2017-07-15 02:45:48,50,0,886054160059072513,und,108,Twitter for iPhon,12,10,None,None,None,None,None,,,,Saturday
32,2017-07-14 22:10:11,140,33382,885984800019947520,en,7097,Twitter for iPhon,12,10,Jimbo,None,None,None,None,Blenheim_spaniel,0.972494,True,Friday
33,2017-07-13 15:58:47,109,36689,885528943205470208,en,6683,Twitter for iPhon,13,10,Maisey,None,None,None,None,pug,0.369275,True,Thursday
34,2017-07-13 15:19:09,47,20788,885518971528720385,en,3899,Twitter for iPhon,14,10,None,None,None,None,None,,,,Thursday
35,2017-07-13 01:35:06,133,0,885311592912609280,en,19297,Twitter for iPhon,13,10,Lilly,None,None,None,None,Labrador_retriever,0.908703,True,Thursday
36,2017-07-12 16:03:00,134,22367,885167619883638784,en,4556,Twitter for iPhon,13,10,None,None,None,None,None,malamute,0.8124819999999999,True,Wednesday
37,2017-07-12 00:01:00,93,68152,884925521741709313,en,16439,Twitter for iPhon,12,10,Earl,None,None,None,None,Italian_greyhound,0.259916,True,Wednesday
38,2017-07-11 20:47:12,118,28514,884876753390489601,en,6096,Twitter for iPhon,13,10,Lola,None,None,None,None,chow,0.822103,True,Tuesday
39,2017-07-11 00:00:02,66,24765,884562892145688576,en,5100,Twitter for iPhon,13,10,Kevin,None,None,None,None,pug,0.5464060000000001,True,Tuesday
40,2017-07-10 15:58:53,136,27478,884441805382717440,en,5856,Twitter for iPhon,14,10,None,None,None,None,None,Pembroke,0.993225,True,Monday
41,2017-07-10 03:08:17,104,74423,884247878851493888,en,21298,Twitter for iPhon,13,10,None,None,None,None,None,,,,Monday
42,2017-07-09 21:29:42,140,20771,884162670584377345,en,3128,Twitter for iPhon,12,10,Yogi,doggo,None,None,None,German_shepherd,0.707046,True,Sunday
43,2017-07-09 00:00:04,137,22349,883838122936631299,en,3586,Twitter for iPhon,12,10,Noah,None,None,None,None,Doberman,0.610946,True,Sunday
44,2017-07-08 00:28:19,112,46860,883482846933004288,en,10407,Twitter for iPhon,5,10,Bella,None,None,None,None,golden_retriever,0.943082,True,Saturday
45,2017-07-07 16:22:55,139,22986,883360690899218434,en,3825,Twitter for iPhon,13,10,Grizzwald,None,floofer,None,None,chow,0.987997,True,Friday
46,2017-07-07 00:17:54,111,37914,883117836046086144,en,6949,Twitter for iPhon,13,10,None,None,None,None,None,golden_retriever,0.949562,True,Friday
47,2017-07-06 15:58:11,108,24445,882992080364220416,en,4122,Twitter for iPhon,13,10,Rusty,None,None,None,None,Eskimo_dog,0.466778,True,Thursday
48,2017-07-06 00:46:41,114,28903,882762694511734784,en,5134,Twitter for iPhon,12,10,Gus,None,None,pupper,None,Labrador_retriever,0.85005,True,Thursday
49,2017-07-05 15:48:34,136,28382,882627270321602560,en,6342,Twitter for iPhon,13,10,Stanley,None,None,None,None,Pembroke,0.542982,True,Wednesday
50,2017-07-04 16:01:23,114,45880,882268110199369728,en,12118,Twitter for iPhon,13,10,Alfy,None,None,None,None,golden_retriever,0.762211,True,Tuesday
51,2017-07-04 01:18:17,133,29900,882045870035918850,en,5203,Twitter for iPhon,13,10,Koko,None,None,None,None,web_site,0.949591,False,Tuesday
52,2017-07-03 16:04:48,67,24773,881906580714921986,en,3533,Twitter for iPhon,12,10,Rey,None,None,None,None,Weimaraner,0.291539,True,Monday
53,2017-07-03 00:11:11,115,51522,881666595344535552,en,11099,Twitter for iPhon,13,10,Gary,None,None,None,None,Saluki,0.529012,True,Monday
54,2017-07-02 21:58:53,91,129,881633300179243008,en,7,Twitter for iPhon,17,10,None,None,None,None,None,,,,Sunday
55,2017-07-02 15:32:16,130,50199,881536004380872706,en,16570,Twitter for iPhon,14,10,a,None,None,pupper,None,Samoyed,0.281463,True,Sunday
56,2017-07-01 21:49:04,138,23501,881268444196462592,en,5358,Twitter for iPhon,12,10,Elliot,None,None,None,None,tusker,0.473303,False,Saturday
57,2017-06-30 23:47:07,72,17346,880935762899988482,en,2886,Twitter for iPhon,13,10,Louis,None,None,None,None,street_sign,0.251801,False,Friday
58,2017-06-30 19:35:32,137,21734,880872448815771648,en,3989,Twitter for iPhon,12,10,None,None,None,None,None,Pembroke,0.791416,True,Friday
59,2017-06-29 16:39:47,114,29075,880465832366813184,en,6546,Twitter for iPhon,12,10,Bella,None,None,None,None,golden_retriever,0.913255,True,Thursday
60,2017-06-29 00:27:25,108,27640,880221127280381952,en,4436,Twitter for iPhon,12,10,Jesse,None,None,None,None,Chihuahua,0.238525,True,Thursday
61,2017-06-28 16:09:20,129,28150,880095782870896641,en,4533,Twitter for iPhon,11,10,None,None,None,None,None,miniature_pinscher,0.120298,True,Wednesday
62,2017-06-28 00:42:13,91,22667,879862464715927552,en,3642,Twitter for iPhon,13,10,Romeo,None,None,None,None,basset,0.813507,True,Wednesday
63,2017-06-27 12:14:36,31,315,879674319642796034,en,10,Twitter for iPhon,14,10,None,None,None,None,None,,,,Tuesday
64,2017-06-27 00:10:17,90,23822,879492040517615616,en,3323,Twitter for iPhon,12,10,Bailey,None,None,None,None,German_short-haired_pointer,0.479896,True,Tuesday
65,2017-06-26 19:07:24,82,107956,879415818425184262,en,45849,Twitter for iPhon,13,10,Duddles,None,None,None,None,English_springer,0.383404,True,Monday
66,2017-06-26 16:31:08,125,17099,879376492567855104,en,3261,Twitter for iPhon,12,10,Jack,None,None,None,None,tricycle,0.663601,False,Monday
67,2017-06-26 00:13:58,140,0,879130579576475649,en,7181,Twitter for iPhon,14,10,Emmy,None,None,None,None,,,,Monday
68,2017-06-25 18:56:45,132,23022,879050749262655488,en,4941,Twitter for iPhon,11,10,Steven,None,None,None,None,tabby,0.311861,False,Sunday
69,2017-06-25 16:07:47,94,19317,879008229531029506,en,2812,Twitter for iPhon,13,10,Beau,None,None,None,None,vizsla,0.960513,True,Sunday
70,2017-06-25 00:45:22,126,19763,878776093423087618,en,4319,Twitter for iPhon,13,10,Snoopy,None,None,None,puppo,Italian_greyhound,0.734684,True,Sunday
71,2017-06-24 13:24:20,45,30931,878604707211726852,en,7582,Twitter for iPhon,13,10,None,None,None,None,None,,,,Saturday
72,2017-06-24 00:09:53,140,0,878404777348136964,en,1349,Twitter for iPhon,13,10,Shadow,None,None,None,None,,,,Saturday
73,2017-06-23 18:17:33,140,0,878316110768087041,en,6965,Twitter for iPhon,11,10,Terrance,None,None,None,None,,,,Friday
74,2017-06-23 16:00:04,140,7913,878281511006478336,en,1349,Twitter for iPhon,13,10,Shadow,None,None,None,None,basset,0.32042,True,Friday
75,2017-06-23 01:10:23,115,42876,878057613040115712,en,7181,Twitter for iPhon,14,10,Emmy,None,None,None,None,French_bulldog,0.839097,True,Friday
76,2017-06-22 03:54:17,93,71144,877736472329191424,en,17300,Twitter for iPhon,13,10,Aja,None,None,None,None,Chesapeake_Bay_retriever,0.8379559999999999,True,Thursday
77,2017-06-21 19:36:23,122,0,877611172832227328,en,83,Twitter for iPhon,14,10,None,None,None,pupper,None,Irish_setter,0.364729,True,Wednesday
78,2017-06-21 15:58:08,139,23258,877556246731214848,en,3994,Twitter for iPhon,12,10,Penny,None,None,None,None,basset,0.995368,True,Wednesday
79,2017-06-21 00:06:44,137,27907,877316821321428993,en,5414,Twitter for iPhon,13,10,Dante,None,None,None,None,Saluki,0.5099670000000001,True,Wednesday
80,2017-06-20 16:29:50,128,27755,877201837425926144,en,5880,Twitter for iPhon,12,10,Nelly,None,None,None,None,Pembroke,0.93112,True,Tuesday
81,2017-06-19 16:24:33,125,21125,876838120628539392,en,3506,Twitter for iPhon,12,10,Ginger,None,None,pupper,None,bloodhound,0.575751,True,Monday
82,2017-06-18 20:30:39,117,23869,876537666061221889,en,4800,Twitter for iPhon,14,10,None,None,None,None,None,,,,Sunday
83,2017-06-18 16:57:37,127,19163,876484053909872640,en,2511,Twitter for iPhon,13,10,Benedict,None,None,None,None,golden_retriever,0.874566,True,Sunday
84,2017-06-17 16:52:05,140,28490,876120275196170240,en,4903,Twitter for iPhon,13,10,Venti,None,None,None,None,Bernese_mountain_dog,0.534327,True,Saturday
85,2017-06-16 16:11:53,125,25773,875747767867523072,en,4497,Twitter for iPhon,13,10,Goose,None,None,None,None,Labrador_retriever,0.799551,True,Friday
86,2017-06-15 00:13:52,133,22185,875144289856114688,en,5081,Twitter for iPhon,13,10,Nugget,None,None,None,None,Siberian_husky,0.245048,True,Thursday
87,2017-06-14 21:06:43,96,27997,875097192612077568,en,6342,Twitter for iPhon,13,10,None,None,None,None,None,,,,Wednesday
88,2017-06-14 16:04:48,115,26022,875021211251597312,en,4922,Twitter for iPhon,12,10,None,None,None,None,None,West_Highland_white_terrier,0.7143189999999999,True,Wednesday
89,2017-06-13 17:29:20,92,28439,874680097055178752,en,4875,Twitter for iPhon,12,10,Cash,None,None,None,None,Labrador_retriever,0.836052,True,Tuesday
90,2017-06-13 01:14:41,140,0,874434818259525634,en,15546,Twitter for iPhon,12,10,Coco,None,None,None,None,,,,Tuesday
91,2017-06-12 16:06:11,114,26651,874296783580663808,en,4308,Twitter for iPhon,13,10,Jed,None,None,pupper,None,cocker_spaniel,0.437216,True,Monday
92,2017-06-12 00:15:36,129,23134,874057562936811520,en,4125,Twitter for iPhon,12,10,None,None,None,None,None,flat-coated_retriever,0.8321770000000001,True,Monday
93,2017-06-11 21:18:31,139,35501,874012996292530176,en,11007,Twitter for iPhon,13,10,Sebastian,None,None,None,puppo,Cardigan,0.806674,True,Sunday
94,2017-06-11 00:25:14,137,0,873697596434513921,en,12518,Twitter for iPhon,14,10,Walter,None,None,None,None,laptop,0.153718,False,Sunday
95,2017-06-10 16:39:04,135,24837,873580283840344065,en,4143,Twitter for iPhon,13,10,None,None,None,None,None,Newfoundland,0.678537,True,Saturday
96,2017-06-10 00:35:19,140,0,873337748698140672,en,1667,Twitter for iPhon,12,10,Sierra,None,None,pupper,None,,,,Saturday
97,2017-06-09 16:22:42,140,7467,873213775632977920,en,1667,Twitter for iPhon,12,10,Sierra,None,None,pupper,None,vizsla,0.6197819999999999,True,Friday
98,2017-06-09 00:02:31,132,28031,872967104147763200,en,5669,Twitter for iPhon,12,10,None,doggo,None,None,None,Labrador_retriever,0.476913,True,Friday
99,2017-06-08 14:20:41,140,15029,872820683541237760,en,3884,Twitter for iPhon,13,10,None,None,None,None,None,pug,0.99912,True,Thursday
100,2017-06-08 04:17:07,140,0,872668790621863937,en,31,Twitter for iPhon,14,10,None,None,None,None,None,,,,Thursday
101,2017-06-08 01:06:27,116,21309,872620804844003328,en,3911,Twitter for iPhon,13,10,Monkey,None,None,None,None,cocker_spaniel,0.513191,True,Thursday
102,2017-06-07 16:14:40,133,41606,872486979161796608,en,9429,Twitter for iPhon,12,10,None,None,None,None,None,Pembroke,0.931861,True,Wednesday
103,2017-06-07 01:19:32,138,35085,872261713294495745,en,6649,Twitter for iPhon,13,10,Harry,None,None,None,None,Labrador_retriever,0.972019,True,Wednesday
104,2017-06-06 16:07:15,126,35324,872122724285648897,en,8549,Twitter for iPhon,12,10,Kody,None,None,None,None,basketball,0.808396,False,Tuesday
105,2017-06-06 00:01:46,136,39090,871879754684805121,en,11918,Twitter for iPhon,13,10,Lassie,None,None,None,None,Shetland_sheepdog,0.969171,True,Tuesday
106,2017-06-05 16:15:56,134,20787,871762521631449091,en,3678,Twitter for iPhon,12,10,Rover,None,None,pupper,None,Labrador_retriever,0.921393,True,Monday
107,2017-06-04 23:56:03,140,20730,871515927908634625,en,3628,Twitter for iPhon,12,10,Napolean,doggo,None,None,None,komondor,0.974781,True,Sunday
108,2017-06-04 00:46:17,140,0,871166179821445120,en,5991,Twitter for iPhon,12,10,Dawn,None,None,None,None,,,,Sunday
109,2017-06-03 20:33:19,25,21461,871102520638267392,en,5764,Twitter for iPhon,14,10,None,doggo,None,None,None,,,,Saturday
110,2017-06-03 15:55:36,136,23255,871032628920680449,en,3999,Twitter for iPhon,13,10,Boomer,None,None,None,None,kelpie,0.3980530000000001,True,Saturday
111,2017-06-03 00:48:22,136,33791,870804317367881728,en,6393,Twitter for iPhon,11,10,None,None,None,None,None,home_theater,0.16829000000000002,False,Saturday
112,2017-06-02 19:38:25,60,121,870726314365509632,en,3,Twitter for iPhon,10,10,None,None,None,None,None,,,,Friday
113,2017-06-02 15:00:16,138,12819,870656317836468226,en,2817,Twitter for iPhon,13,10,Cody,None,None,None,None,Pembroke,0.945495,True,Friday
114,2017-06-01 20:18:38,139,85011,870374049280663552,en,27680,Twitter for iPhon,13,10,Zoey,None,None,None,None,golden_retriever,0.841001,True,Thursday
115,2017-06-01 16:00:09,125,22453,870308999962521604,en,4384,Twitter for iPhon,13,10,Rumble,None,None,None,None,Greater_Swiss_Mountain_dog,0.6227520000000001,True,Thursday
116,2017-05-31 23:43:25,140,37771,870063196459192321,en,8840,Twitter for iPhon,14,10,Clifford,None,None,None,None,comic_book,0.534409,False,Wednesday
117,2017-05-31 18:47:24,140,0,869988702071779329,en,25661,Twitter for iPhon,12,10,quite,None,None,None,None,,,,Wednesday
118,2017-05-31 04:27:59,110,43710,869772420881756160,en,10663,Twitter for iPhon,13,10,Dewey,None,None,None,None,Pembroke,0.980148,True,Wednesday
119,2017-05-30 23:51:58,139,29116,869702957897576449,en,6728,Twitter for iPhon,13,10,Stanley,None,None,None,None,Pembroke,0.993449,True,Tuesday
120,2017-05-30 16:49:31,139,16476,869596645499047938,en,3327,Twitter for iPhon,12,10,Scout,doggo,None,None,None,Chihuahua,0.955156,True,Tuesday
121,2017-05-29 16:24:37,127,21112,869227993411051520,en,4023,Twitter for iPhon,13,10,Gizmo,None,None,None,None,Pembroke,0.664181,True,Monday
122,2017-05-28 17:23:24,98,55098,868880397819494401,en,12518,Twitter for iPhon,14,10,Walter,None,None,None,None,laptop,0.153718,False,Sunday
123,2017-05-28 01:26:04,140,0,868639477480148993,en,2240,Twitter for iPhon,12,10,Cooper,None,None,None,None,,,,Sunday
124,2017-05-28 00:18:35,102,28295,868622495443632128,en,6275,Twitter for iPhon,13,10,None,None,None,None,None,Labrador_retriever,0.868107,True,Sunday
125,2017-05-27 19:39:34,139,10539,868552278524837888,en,2240,Twitter for iPhon,12,10,Cooper,None,None,None,None,whippet,0.378151,True,Saturday
126,2017-05-26 00:29:37,127,24964,867900495410671616,en,4439,Twitter for iPhon,12,10,None,None,None,None,None,Labrador_retriever,0.522644,True,Friday
127,2017-05-25 16:10:44,61,35179,867774946302451713,en,7788,Twitter for iPhon,13,10,Harold,None,None,None,None,Border_collie,0.661953,True,Thursday
128,2017-05-24 16:44:18,133,16755,867421006826221569,en,2697,Twitter for iPhon,12,10,Shikha,None,None,None,puppo,Eskimo_dog,0.6164569999999999,True,Wednesday
129,2017-05-23 17:40:04,88,0,867072653475098625,en,135,Twitter for iPhon,13,10,None,None,None,None,None,Blenheim_spaniel,0.352946,True,Tuesday
130,2017-05-23 16:16:06,132,33420,867051520902168576,en,8425,Twitter for iPhon,13,10,None,None,None,None,None,Samoyed,0.471403,True,Tuesday
131,2017-05-23 00:41:20,140,0,866816280283807744,en,32883,Twitter for iPhon,13,10,Jamesy,None,None,pupper,None,,,,Tuesday
132,2017-05-22 18:21:28,50,20888,866720684873056260,en,5168,Twitter for iPhon,13,10,None,None,None,None,None,,,,Monday
133,2017-05-22 16:06:55,134,20070,866686824827068416,en,3727,Twitter for iPhon,12,10,Lili,None,None,None,None,flat-coated_retriever,0.51473,True,Monday
134,2017-05-22 00:28:40,106,106827,866450705531457537,en,32883,Twitter for iPhon,13,10,Jamesy,None,None,pupper,None,French_bulldog,0.905334,True,Monday
135,2017-05-21 16:48:45,112,54720,866334964761202691,en,15546,Twitter for iPhon,12,10,Coco,None,None,None,None,Samoyed,0.984086,True,Sunday
136,2017-05-21 00:53:21,140,0,866094527597207552,en,8952,Twitter for iPhon,12,10,None,None,None,pupper,None,,,,Sunday
137,2017-05-19 23:57:46,130,26640,865718153858494464,en,6008,Twitter for iPhon,13,10,Boomer,None,None,None,None,golden_retriever,0.673664,True,Friday
138,2017-05-19 00:12:11,127,27530,865359393868664832,en,5384,Twitter for iPhon,13,10,Sammy,None,None,None,None,Chesapeake_Bay_retriever,0.832435,True,Friday
139,2017-05-18 00:50:50,117,29063,865006731092295680,en,8209,Twitter for iPhon,13,10,Nelly,None,None,None,None,Pembroke,0.989882,True,Thursday
140,2017-05-17 16:00:15,117,33651,864873206498414592,en,9361,Twitter for iPhon,14,10,None,None,None,None,None,pole,0.478616,False,Wednesday
141,2017-05-16 00:41:21,129,15195,864279568663928832,en,3266,Twitter for iPhon,12,10,Meatball,None,None,None,None,bull_mastiff,0.668613,True,Tuesday
142,2017-05-15 19:14:50,93,31459,864197398364647424,en,9616,Twitter for iPhon,13,10,Paisley,None,None,None,None,golden_retriever,0.945905,True,Monday
143,2017-05-15 00:02:33,117,21477,863907417377173506,en,4441,Twitter for iPhon,13,10,Albus,None,None,None,None,marmot,0.35882800000000004,False,Monday
144,2017-05-14 00:34:33,91,15935,863553081350529029,en,4489,Twitter for iPhon,13,10,Neptune,None,None,None,None,Eskimo_dog,0.41333,True,Sunday
145,2017-05-13 19:11:30,140,0,863471782782697472,en,2687,Twitter for iPhon,13,10,Quinn,None,None,None,None,,,,Saturday
146,2017-05-13 16:33:49,128,24829,863432100342583297,en,5664,Twitter for iPhon,12,10,Belle,None,None,None,None,Staffordshire_bullterrier,0.690517,True,Saturday
147,2017-05-13 16:15:35,134,2363,863427515083354112,en,105,Twitter for iPhon,12,10,None,None,None,None,None,,,,Saturday
148,2017-05-12 17:12:53,139,9094,863079547188785154,en,1195,Twitter for iPhon,14,10,None,None,None,None,None,Lakeland_terrier,0.275242,True,Friday
149,2017-05-12 16:05:02,139,8945,863062471531167744,en,2687,Twitter for iPhon,13,10,Quinn,None,None,None,None,French_bulldog,0.935804,True,Friday
150,2017-05-12 00:46:44,121,20011,862831371563274240,en,5457,Twitter for iPhon,13,10,Zooey,None,None,None,None,Australian_terrier,0.207281,True,Friday
151,2017-05-11 17:34:13,135,17779,862722525377298433,en,3809,Twitter for iPhon,11,10,Dave,None,None,None,None,basset,0.39333,True,Thursday
152,2017-05-11 00:01:27,133,21492,862457590147678208,en,5388,Twitter for iPhon,13,10,Jersey,None,None,None,None,home_theater,0.496348,False,Thursday
153,2017-05-10 00:08:34,107,66437,862096992088072192,en,21840,Twitter for iPhon,13,10,None,None,None,None,None,chow,0.677589,True,Wednesday
154,2017-05-09 02:29:07,124,0,861769973181624320,en,37911,Twitter for iPhon,13,10,None,None,None,None,None,Arabian_camel,0.366248,False,Tuesday
155,2017-05-08 00:54:59,72,37744,861383897657036800,en,11528,Twitter for iPhon,13,10,Hobbes,None,None,None,None,Cardigan,0.771008,True,Monday
156,2017-05-07 18:36:02,138,18032,861288531465048066,en,4479,Twitter for iPhon,13,10,None,None,None,None,None,syringe,0.14471199999999998,False,Sunday
157,2017-05-06 23:49:50,96,17538,861005113778896900,en,4119,Twitter for iPhon,12,10,Burt,None,None,None,None,German_shepherd,0.507951,True,Saturday
158,2017-05-06 22:16:42,140,0,860981674716409858,en,2334,Twitter for iPhon,13,10,Lorenzo,None,None,None,None,,,,Saturday
159,2017-05-06 18:27:40,82,0,860924035999428608,en,882,Twitter for iPhon,13,10,None,None,None,None,None,envelope,0.933016,False,Saturday
160,2017-05-05 18:36:06,138,7878,860563773140209665,en,2334,Twitter for iPhon,13,10,Lorenzo,None,None,None,None,Cardigan,0.583936,True,Friday
161,2017-05-05 16:00:04,97,24678,860524505164394496,en,5698,Twitter for iPhon,13,10,Carl,None,None,None,None,Bedlington_terrier,0.286558,True,Friday
162,2017-05-04 23:34:55,131,19154,860276583193509888,en,3745,Twitter for iPhon,12,10,Jordy,None,None,None,None,lakeside,0.312299,False,Thursday
163,2017-05-04 17:30:24,133,17474,860184849394610176,en,6295,Twitter for iPhon,14,10,None,None,None,None,None,chimpanzee,0.267612,False,Thursday
164,2017-05-04 17:01:34,140,0,860177593139703809,in,33421,Twitter for iPhon,10,10,None,None,None,None,None,,,,Thursday
165,2017-05-04 00:15:58,140,20021,859924526012018688,en,4349,Twitter for iPhon,12,10,Milky,None,None,None,None,French_bulldog,0.254587,True,Thursday
166,2017-05-03 19:26:06,137,16105,859851578198683649,en,3780,Twitter for iPhon,13,10,Trooper,None,None,None,None,Labrador_retriever,0.899086,True,Wednesday
167,2017-05-03 03:17:27,136,19476,859607811541651456,en,1704,Twitter for iPhon,13,10,None,None,None,None,puppo,golden_retriever,0.8955290000000001,True,Wednesday
168,2017-05-02 00:04:57,124,75193,859196978902773760,en,25661,Twitter for iPhon,12,10,quite,None,None,None,None,Angora,0.224218,False,Tuesday
169,2017-05-01 15:58:40,139,35553,859074603037188101,en,14740,Twitter for iPhon,13,10,None,None,None,None,None,revolver,0.190292,False,Monday
170,2017-05-01 01:47:28,140,0,858860390427611136,en,8805,Twitter for iPhon,12,10,Winston,None,None,None,None,,,,Monday
171,2017-05-01 00:40:27,138,16304,858843525470990336,en,3771,Twitter for iPhon,13,10,None,doggo,None,None,None,golden_retriever,0.57812,True,Monday
172,2017-04-30 00:02:42,113,22640,858471635011153920,en,5271,Twitter for iPhon,13,10,Sophie,None,None,None,None,Pembroke,0.987407,True,Sunday
173,2017-04-28 23:57:28,137,16524,858107933456039936,en,3154,Twitter for iPhon,12,10,Wyatt,None,None,None,None,golden_retriever,0.863874,True,Friday
174,2017-04-28 16:08:49,134,16952,857989990357356544,en,2812,Twitter for iPhon,12,10,Rosie,None,None,None,None,French_bulldog,0.43258,True,Friday
175,2017-04-28 00:00:54,137,36021,857746408056729600,en,11524,Twitter for iPhon,13,10,Thor,None,None,None,None,Labrador_retriever,0.919832,True,Friday
176,2017-04-27 00:38:11,137,6236,857393404942143489,en,1785,Twitter for iPhon,13,10,None,None,None,None,None,malamute,0.8415969999999999,True,Thursday
177,2017-04-26 16:00:39,134,21041,857263160327368704,en,4934,Twitter for iPhon,13,10,Oscar,None,None,None,None,Samoyed,0.998021,True,Wednesday
178,2017-04-26 12:48:51,28,242,857214891891077121,en,20,Twitter for iPhon,12,10,None,None,None,None,None,,,,Wednesday
179,2017-04-26 02:41:43,140,0,857062103051644929,en,183,Twitter for iPhon,13,10,None,None,None,None,None,,,,Wednesday
180,2017-04-26 00:33:27,100,19910,857029823797047296,en,4364,Twitter for iPhon,12,10,Zeke,None,None,None,None,golden_retriever,0.968623,True,Wednesday
181,2017-04-24 20:17:23,139,0,856602993587888130,en,11633,Twitter for iPhon,13,10,Luna,None,None,None,None,,,,Monday
182,2017-04-24 16:22:16,136,17135,856543823941562368,en,3131,Twitter for iPhon,12,10,Callie,None,None,None,None,Boston_bull,0.30691,True,Monday
